Rule;Confidence
-Town(X) AND -AccommodationRating(X) ==> -Accommodation(X);0.9
-AccommodationRating(X) AND -Hotel(X) ==> -Town(X);0.9
-Town(X) AND -AccommodationRating(X) ==> -Hotel(X);0.9
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.9
-Town(X) AND -AccommodationRating(X) ==> -hasAccommodation(X, Y);0.9
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -Town(X);0.9
-Town(X) AND -AccommodationRating(X) ==> -hasAccommodation(Y, X);0.9
-AccommodationRating(X) AND -hasPart(X, Y) ==> -Town(X);0.9
-Town(X) AND -AccommodationRating(X) ==> -hasPart(X, Y);0.9
-AccommodationRating(X) AND -hasRating(X, Y) ==> -Town(X);0.9
-Town(X) AND -AccommodationRating(X) ==> -hasRating(X, Y);0.9
-Beach(X) AND -Capital(X) ==> -Town(X);0.9
-Beach(X) AND -RetireeDestination(X) ==> -Town(X);0.9
-Beach(X) AND -NationalPark(X) ==> -Town(X);0.9
-Beach(X) AND -BackpackersDestination(X) ==> -Town(X);0.9
-Town(X) AND -UrbanArea(X) ==> -LuxuryHotel(X);0.9
-Town(X) AND -UrbanArea(X) ==> -Accommodation(X);0.9
-Town(X) AND -UrbanArea(X) ==> -Hotel(X);0.9
-Town(X) AND -UrbanArea(X) ==> -hasAccommodation(Y, X);0.9
-Town(X) AND -UrbanArea(X) ==> -hasRating(X, Y);0.9
-Town(X) AND -UrbanArea(X) ==> -hasRating(Y, X);0.9
-City(X) AND -LuxuryHotel(X) ==> -Town(X);0.9
-Town(X) AND -City(X) ==> -LuxuryHotel(X);0.9
-City(X) AND -Accommodation(X) ==> -Town(X);0.9
-Town(X) AND -City(X) ==> -Accommodation(X);0.9
-City(X) AND -Hotel(X) ==> -Town(X);0.9
-Town(X) AND -City(X) ==> -Hotel(X);0.9
-City(X) AND -hasAccommodation(Y, X) ==> -Town(X);0.9
-Town(X) AND -City(X) ==> -hasAccommodation(Y, X);0.9
-City(X) AND -hasRating(X, Y) ==> -Town(X);0.9
-Town(X) AND -City(X) ==> -hasRating(X, Y);0.9
-City(X) AND -hasRating(Y, X) ==> -Town(X);0.9
-Town(X) AND -City(X) ==> -hasRating(Y, X);0.9
Destination(X) AND -LuxuryHotel(X) ==> -Town(X);0.9
Destination(X) AND -Accommodation(X) ==> -Town(X);0.9
Destination(X) AND -Hotel(X) ==> -Town(X);0.9
Destination(X) AND -hasAccommodation(Y, X) ==> -Town(X);0.9
Destination(X) AND -hasRating(X, Y) ==> -Town(X);0.9
Destination(X) AND -hasRating(Y, X) ==> -Town(X);0.9
-Capital(X) AND -NationalPark(X) ==> -Town(X);0.9
-Capital(X) AND -BackpackersDestination(X) ==> -Town(X);0.9
-Capital(X) AND -hasPart(Y, X) ==> -Town(X);0.9
-RetireeDestination(X) AND -NationalPark(X) ==> -Town(X);0.9
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -Town(X);0.9
-RetireeDestination(X) AND -hasPart(Y, X) ==> -Town(X);0.9
-NationalPark(X) AND -hasPart(Y, X) ==> -Town(X);0.9
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -Town(X);0.9
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> Destination(X);0.9
-AccommodationRating(X) AND Destination(X) ==> -hasAccommodation(X, Y);0.9
-AccommodationRating(X) AND -hasPart(X, Y) ==> Destination(X);0.9
-AccommodationRating(X) AND Destination(X) ==> -hasPart(X, Y);0.9
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -LuxuryHotel(X);0.9
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -hasAccommodation(X, Y);0.9
-AccommodationRating(X) AND -hasPart(X, Y) ==> -LuxuryHotel(X);0.9
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -hasPart(X, Y);0.9
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -Capital(X);0.9
-AccommodationRating(X) AND -hasPart(X, Y) ==> -Capital(X);0.9
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -Accommodation(X);0.9
-AccommodationRating(X) AND -Accommodation(X) ==> -hasAccommodation(X, Y);0.9
-AccommodationRating(X) AND -hasPart(X, Y) ==> -Accommodation(X);0.9
-AccommodationRating(X) AND -Accommodation(X) ==> -hasPart(X, Y);0.9
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -RetireeDestination(X);0.9
-AccommodationRating(X) AND -hasPart(X, Y) ==> -RetireeDestination(X);0.9
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -Hotel(X);0.9
-AccommodationRating(X) AND -Hotel(X) ==> -hasAccommodation(X, Y);0.9
-AccommodationRating(X) AND -hasPart(X, Y) ==> -Hotel(X);0.9
-AccommodationRating(X) AND -Hotel(X) ==> -hasPart(X, Y);0.9
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -hasAccommodation(X, Y);0.9
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -hasAccommodation(Y, X);0.9
-AccommodationRating(X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);0.9
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -hasRating(X, Y);0.9
-AccommodationRating(X) AND -hasPart(X, Y) ==> -hasAccommodation(Y, X);0.9
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -hasPart(X, Y);0.9
-AccommodationRating(X) AND -hasRating(X, Y) ==> -hasPart(X, Y);0.9
-AccommodationRating(X) AND -hasPart(X, Y) ==> -hasRating(X, Y);0.9
-Beach(X) AND -Capital(X) ==> -City(X);0.9
-Beach(X) AND -RetireeDestination(X) ==> -City(X);0.9
-Beach(X) AND -Capital(X) ==> -LuxuryHotel(X);0.9
-Beach(X) AND -RetireeDestination(X) ==> -LuxuryHotel(X);0.9
-Beach(X) AND -NationalPark(X) ==> -LuxuryHotel(X);0.9
-Beach(X) AND -BackpackersDestination(X) ==> -LuxuryHotel(X);0.9
-Beach(X) AND -Capital(X) ==> -Accommodation(X);0.9
-Beach(X) AND -Capital(X) ==> -Hotel(X);0.9
-Beach(X) AND -Capital(X) ==> -hasAccommodation(Y, X);0.9
-Beach(X) AND -Capital(X) ==> -hasRating(X, Y);0.9
-Beach(X) AND -Capital(X) ==> -hasRating(Y, X);0.9
-Beach(X) AND -RetireeDestination(X) ==> -Accommodation(X);0.9
-Beach(X) AND -NationalPark(X) ==> -Accommodation(X);0.9
-Beach(X) AND -BackpackersDestination(X) ==> -Accommodation(X);0.9
-Beach(X) AND -RetireeDestination(X) ==> -Hotel(X);0.9
-Beach(X) AND -RetireeDestination(X) ==> -hasAccommodation(Y, X);0.9
-Beach(X) AND -RetireeDestination(X) ==> -hasRating(X, Y);0.9
-Beach(X) AND -RetireeDestination(X) ==> -hasRating(Y, X);0.9
-Beach(X) AND -NationalPark(X) ==> -Hotel(X);0.9
-Beach(X) AND -NationalPark(X) ==> -hasAccommodation(X, Y);0.9
-Beach(X) AND -NationalPark(X) ==> -hasAccommodation(Y, X);0.9
-Beach(X) AND -NationalPark(X) ==> -hasPart(X, Y);0.9
-Beach(X) AND -NationalPark(X) ==> -hasRating(X, Y);0.9
-Beach(X) AND -NationalPark(X) ==> -hasRating(Y, X);0.9
-Beach(X) AND -BackpackersDestination(X) ==> -Hotel(X);0.9
-Beach(X) AND -BackpackersDestination(X) ==> -hasAccommodation(X, Y);0.9
-Beach(X) AND -BackpackersDestination(X) ==> -hasAccommodation(Y, X);0.9
-Beach(X) AND -BackpackersDestination(X) ==> -hasPart(X, Y);0.9
-Beach(X) AND -BackpackersDestination(X) ==> -hasRating(X, Y);0.9
-Beach(X) AND -BackpackersDestination(X) ==> -hasRating(Y, X);0.9
-City(X) AND -LuxuryHotel(X) ==> -UrbanArea(X);0.9
-UrbanArea(X) AND -City(X) ==> -LuxuryHotel(X);0.9
-City(X) AND -Accommodation(X) ==> -UrbanArea(X);0.9
-UrbanArea(X) AND -City(X) ==> -Accommodation(X);0.9
-City(X) AND -Hotel(X) ==> -UrbanArea(X);0.9
-UrbanArea(X) AND -City(X) ==> -Hotel(X);0.9
-City(X) AND -hasAccommodation(Y, X) ==> -UrbanArea(X);0.9
-UrbanArea(X) AND -City(X) ==> -hasAccommodation(Y, X);0.9
-City(X) AND -hasRating(X, Y) ==> -UrbanArea(X);0.9
-UrbanArea(X) AND -City(X) ==> -hasRating(X, Y);0.9
-City(X) AND -hasRating(Y, X) ==> -UrbanArea(X);0.9
-UrbanArea(X) AND -City(X) ==> -hasRating(Y, X);0.9
-UrbanArea(X) AND -Capital(X) ==> -LuxuryHotel(X);0.9
-UrbanArea(X) AND -RetireeDestination(X) ==> -LuxuryHotel(X);0.9
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -LuxuryHotel(X);0.9
-UrbanArea(X) AND -hasPart(X, Y) ==> -LuxuryHotel(X);0.9
-UrbanArea(X) AND -Capital(X) ==> -Accommodation(X);0.9
-UrbanArea(X) AND -Capital(X) ==> -Hotel(X);0.9
-UrbanArea(X) AND -Capital(X) ==> -hasAccommodation(Y, X);0.9
-UrbanArea(X) AND -Capital(X) ==> -hasRating(X, Y);0.9
-UrbanArea(X) AND -Capital(X) ==> -hasRating(Y, X);0.9
-UrbanArea(X) AND -RetireeDestination(X) ==> -Accommodation(X);0.9
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -Accommodation(X);0.9
-UrbanArea(X) AND -hasPart(X, Y) ==> -Accommodation(X);0.9
-UrbanArea(X) AND -RetireeDestination(X) ==> -Hotel(X);0.9
-UrbanArea(X) AND -RetireeDestination(X) ==> -hasAccommodation(Y, X);0.9
-UrbanArea(X) AND -RetireeDestination(X) ==> -hasRating(X, Y);0.9
-UrbanArea(X) AND -RetireeDestination(X) ==> -hasRating(Y, X);0.9
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -Hotel(X);0.9
-UrbanArea(X) AND -hasPart(X, Y) ==> -Hotel(X);0.9
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -hasAccommodation(Y, X);0.9
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -hasRating(X, Y);0.9
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);0.9
-UrbanArea(X) AND -hasPart(X, Y) ==> -hasAccommodation(Y, X);0.9
-UrbanArea(X) AND -hasPart(X, Y) ==> -hasRating(X, Y);0.9
-UrbanArea(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.9
-City(X) AND -hasRating(Y, X) ==> -LuxuryHotel(X);0.9
-City(X) AND -LuxuryHotel(X) ==> -hasRating(Y, X);0.9
-Capital(X) AND -NationalPark(X) ==> -City(X);0.9
-Capital(X) AND -BackpackersDestination(X) ==> -City(X);0.9
-Capital(X) AND -hasPart(Y, X) ==> -City(X);0.9
-City(X) AND -hasRating(Y, X) ==> -Accommodation(X);0.9
-City(X) AND -Accommodation(X) ==> -hasRating(Y, X);0.9
-RetireeDestination(X) AND -NationalPark(X) ==> -City(X);0.9
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -City(X);0.9
-RetireeDestination(X) AND -hasPart(Y, X) ==> -City(X);0.9
-City(X) AND -hasRating(Y, X) ==> -Hotel(X);0.9
-City(X) AND -Hotel(X) ==> -hasRating(Y, X);0.9
-City(X) AND -hasRating(Y, X) ==> -hasAccommodation(Y, X);0.9
-City(X) AND -hasAccommodation(Y, X) ==> -hasRating(Y, X);0.9
-City(X) AND -hasRating(Y, X) ==> -hasRating(X, Y);0.9
-City(X) AND -hasRating(X, Y) ==> -hasRating(Y, X);0.9
Destination(X) AND -LuxuryHotel(X) ==> -hasAccommodation(X, Y);0.9
Destination(X) AND -LuxuryHotel(X) ==> -hasPart(X, Y);0.9
Destination(X) AND -Accommodation(X) ==> -hasAccommodation(X, Y);0.9
Destination(X) AND -Accommodation(X) ==> -hasPart(X, Y);0.9
Destination(X) AND -Hotel(X) ==> -hasAccommodation(X, Y);0.9
Destination(X) AND -Hotel(X) ==> -hasPart(X, Y);0.9
Destination(X) AND -hasAccommodation(Y, X) ==> -hasAccommodation(X, Y);0.9
Destination(X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);0.9
Destination(X) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);0.9
Destination(X) AND -hasAccommodation(Y, X) ==> -hasPart(X, Y);0.9
Destination(X) AND -hasRating(X, Y) ==> -hasPart(X, Y);0.9
Destination(X) AND -hasRating(Y, X) ==> -hasPart(X, Y);0.9
-Capital(X) AND -NationalPark(X) ==> -LuxuryHotel(X);0.9
-Capital(X) AND -BackpackersDestination(X) ==> -LuxuryHotel(X);0.9
-Capital(X) AND -hasPart(Y, X) ==> -LuxuryHotel(X);0.9
-RetireeDestination(X) AND -NationalPark(X) ==> -LuxuryHotel(X);0.9
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -LuxuryHotel(X);0.9
-RetireeDestination(X) AND -hasPart(Y, X) ==> -LuxuryHotel(X);0.9
-NationalPark(X) AND -hasPart(Y, X) ==> -LuxuryHotel(X);0.9
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -LuxuryHotel(X);0.9
-Capital(X) AND -NationalPark(X) ==> -Accommodation(X);0.9
-Capital(X) AND -BackpackersDestination(X) ==> -Accommodation(X);0.9
-Capital(X) AND -hasPart(Y, X) ==> -Accommodation(X);0.9
-Capital(X) AND -NationalPark(X) ==> -Hotel(X);0.9
-Capital(X) AND -NationalPark(X) ==> -hasAccommodation(Y, X);0.9
-Capital(X) AND -NationalPark(X) ==> -hasRating(X, Y);0.9
-Capital(X) AND -NationalPark(X) ==> -hasRating(Y, X);0.9
-Capital(X) AND -BackpackersDestination(X) ==> -Hotel(X);0.9
-Capital(X) AND -hasPart(Y, X) ==> -Hotel(X);0.9
-Capital(X) AND -BackpackersDestination(X) ==> -hasAccommodation(Y, X);0.9
-Capital(X) AND -BackpackersDestination(X) ==> -hasRating(X, Y);0.9
-Capital(X) AND -BackpackersDestination(X) ==> -hasRating(Y, X);0.9
-Capital(X) AND -hasPart(Y, X) ==> -hasAccommodation(Y, X);0.9
-Capital(X) AND -hasPart(Y, X) ==> -hasRating(X, Y);0.9
-Capital(X) AND -hasPart(Y, X) ==> -hasRating(Y, X);0.9
-RetireeDestination(X) AND -NationalPark(X) ==> -Accommodation(X);0.9
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -Accommodation(X);0.9
-RetireeDestination(X) AND -hasPart(Y, X) ==> -Accommodation(X);0.9
-NationalPark(X) AND -hasPart(Y, X) ==> -Accommodation(X);0.9
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -Accommodation(X);0.9
-RetireeDestination(X) AND -NationalPark(X) ==> -Hotel(X);0.9
-RetireeDestination(X) AND -NationalPark(X) ==> -hasAccommodation(Y, X);0.9
-RetireeDestination(X) AND -NationalPark(X) ==> -hasRating(X, Y);0.9
-RetireeDestination(X) AND -NationalPark(X) ==> -hasRating(Y, X);0.9
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -Hotel(X);0.9
-RetireeDestination(X) AND -hasPart(Y, X) ==> -Hotel(X);0.9
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -hasAccommodation(Y, X);0.9
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -hasRating(X, Y);0.9
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -hasRating(Y, X);0.9
-RetireeDestination(X) AND -hasPart(Y, X) ==> -hasAccommodation(Y, X);0.9
-RetireeDestination(X) AND -hasPart(Y, X) ==> -hasRating(X, Y);0.9
-RetireeDestination(X) AND -hasPart(Y, X) ==> -hasRating(Y, X);0.9
-NationalPark(X) AND -hasPart(Y, X) ==> -Hotel(X);0.9
-NationalPark(X) AND -hasPart(Y, X) ==> -hasAccommodation(X, Y);0.9
-NationalPark(X) AND -hasPart(Y, X) ==> -hasAccommodation(Y, X);0.9
-NationalPark(X) AND -hasPart(Y, X) ==> -hasPart(X, Y);0.9
-NationalPark(X) AND -hasPart(Y, X) ==> -hasRating(X, Y);0.9
-NationalPark(X) AND -hasPart(Y, X) ==> -hasRating(Y, X);0.9
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -Hotel(X);0.9
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -hasAccommodation(X, Y);0.9
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -hasAccommodation(Y, X);0.9
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -hasPart(X, Y);0.9
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -hasRating(X, Y);0.9
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -hasRating(Y, X);0.9
-RuralArea(X) AND -LuxuryHotel(X) ==> -Town(X);0.8888888888888888
-RuralArea(X) AND -Town(X) ==> -LuxuryHotel(X);0.8888888888888888
-RuralArea(X) AND -Accommodation(X) ==> -Town(X);0.8888888888888888
-RuralArea(X) AND -Town(X) ==> -Accommodation(X);0.8888888888888888
-RuralArea(X) AND -Hotel(X) ==> -Town(X);0.8888888888888888
-RuralArea(X) AND -Town(X) ==> -Hotel(X);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.8888888888888888
-RuralArea(X) AND -Town(X) ==> -hasAccommodation(X, Y);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -Town(X);0.8888888888888888
-RuralArea(X) AND -Town(X) ==> -hasAccommodation(Y, X);0.8888888888888888
-RuralArea(X) AND -hasPart(X, Y) ==> -Town(X);0.8888888888888888
-RuralArea(X) AND -Town(X) ==> -hasPart(X, Y);0.8888888888888888
-RuralArea(X) AND -hasRating(X, Y) ==> -Town(X);0.8888888888888888
-RuralArea(X) AND -Town(X) ==> -hasRating(X, Y);0.8888888888888888
-RuralArea(X) AND -hasRating(Y, X) ==> -Town(X);0.8888888888888888
-RuralArea(X) AND -Town(X) ==> -hasRating(Y, X);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -LuxuryHotel(X);0.8888888888888888
-RuralArea(X) AND -LuxuryHotel(X) ==> -hasAccommodation(X, Y);0.8888888888888888
-RuralArea(X) AND -hasPart(X, Y) ==> -LuxuryHotel(X);0.8888888888888888
-RuralArea(X) AND -LuxuryHotel(X) ==> -hasPart(X, Y);0.8888888888888888
-RuralArea(X) AND -hasRating(Y, X) ==> -LuxuryHotel(X);0.8888888888888888
-RuralArea(X) AND -LuxuryHotel(X) ==> -hasRating(Y, X);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -Capital(X);0.8888888888888888
-RuralArea(X) AND -hasPart(X, Y) ==> -Capital(X);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -Accommodation(X);0.8888888888888888
-RuralArea(X) AND -Accommodation(X) ==> -hasAccommodation(X, Y);0.8888888888888888
-RuralArea(X) AND -hasPart(X, Y) ==> -Accommodation(X);0.8888888888888888
-RuralArea(X) AND -Accommodation(X) ==> -hasPart(X, Y);0.8888888888888888
-RuralArea(X) AND -hasRating(Y, X) ==> -Accommodation(X);0.8888888888888888
-RuralArea(X) AND -Accommodation(X) ==> -hasRating(Y, X);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -RetireeDestination(X);0.8888888888888888
-RuralArea(X) AND -hasPart(X, Y) ==> -RetireeDestination(X);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -Hotel(X);0.8888888888888888
-RuralArea(X) AND -Hotel(X) ==> -hasAccommodation(X, Y);0.8888888888888888
-RuralArea(X) AND -hasPart(X, Y) ==> -Hotel(X);0.8888888888888888
-RuralArea(X) AND -Hotel(X) ==> -hasPart(X, Y);0.8888888888888888
-RuralArea(X) AND -hasRating(Y, X) ==> -Hotel(X);0.8888888888888888
-RuralArea(X) AND -Hotel(X) ==> -hasRating(Y, X);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -hasAccommodation(X, Y);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -hasAccommodation(Y, X);0.8888888888888888
-RuralArea(X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -hasRating(X, Y);0.8888888888888888
-RuralArea(X) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);0.8888888888888888
-RuralArea(X) AND -hasPart(X, Y) ==> -hasAccommodation(Y, X);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -hasPart(X, Y);0.8888888888888888
-RuralArea(X) AND -hasRating(Y, X) ==> -hasAccommodation(Y, X);0.8888888888888888
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -hasRating(Y, X);0.8888888888888888
-RuralArea(X) AND -hasRating(X, Y) ==> -hasPart(X, Y);0.8888888888888888
-RuralArea(X) AND -hasPart(X, Y) ==> -hasRating(X, Y);0.8888888888888888
-RuralArea(X) AND -hasRating(Y, X) ==> -hasPart(X, Y);0.8888888888888888
-RuralArea(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.8888888888888888
-RuralArea(X) AND -hasRating(Y, X) ==> -hasRating(X, Y);0.8888888888888888
-RuralArea(X) AND -hasRating(X, Y) ==> -hasRating(Y, X);0.8888888888888888
-AccommodationRating(X) AND -Beach(X) ==> -Town(X);0.8888888888888888
-AccommodationRating(X) AND -Capital(X) ==> -Town(X);0.8888888888888888
-AccommodationRating(X) AND -RetireeDestination(X) ==> -Town(X);0.8888888888888888
-AccommodationRating(X) AND -NationalPark(X) ==> -Town(X);0.8888888888888888
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -Town(X);0.8888888888888888
-AccommodationRating(X) AND -hasPart(Y, X) ==> -Town(X);0.8888888888888888
-Beach(X) AND -City(X) ==> -Town(X);0.8888888888888888
-City(X) AND -NationalPark(X) ==> -Town(X);0.8888888888888888
-City(X) AND -BackpackersDestination(X) ==> -Town(X);0.8888888888888888
-City(X) AND -hasPart(Y, X) ==> -Town(X);0.8888888888888888
Destination(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.8888888888888888
-Town(X) AND Destination(X) ==> -hasAccommodation(X, Y);0.8888888888888888
Destination(X) AND -hasPart(X, Y) ==> -Town(X);0.8888888888888888
-Town(X) AND Destination(X) ==> -hasPart(X, Y);0.8888888888888888
-AccommodationRating(X) AND -Beach(X) ==> Destination(X);0.8888888888888888
-AccommodationRating(X) AND -Beach(X) ==> -LuxuryHotel(X);0.8888888888888888
-AccommodationRating(X) AND -Beach(X) ==> -Accommodation(X);0.8888888888888888
-AccommodationRating(X) AND -Beach(X) ==> -Hotel(X);0.8888888888888888
-AccommodationRating(X) AND -Beach(X) ==> -hasAccommodation(X, Y);0.8888888888888888
-AccommodationRating(X) AND -Beach(X) ==> -hasAccommodation(Y, X);0.8888888888888888
-AccommodationRating(X) AND -Beach(X) ==> -hasPart(X, Y);0.8888888888888888
-AccommodationRating(X) AND -Beach(X) ==> -hasRating(X, Y);0.8888888888888888
-AccommodationRating(X) AND -Capital(X) ==> -City(X);0.8888888888888888
-AccommodationRating(X) AND -RetireeDestination(X) ==> -City(X);0.8888888888888888
-AccommodationRating(X) AND -Capital(X) ==> Destination(X);0.8888888888888888
-AccommodationRating(X) AND -RetireeDestination(X) ==> Destination(X);0.8888888888888888
-AccommodationRating(X) AND -NationalPark(X) ==> Destination(X);0.8888888888888888
-AccommodationRating(X) AND -BackpackersDestination(X) ==> Destination(X);0.8888888888888888
-AccommodationRating(X) AND -hasPart(Y, X) ==> Destination(X);0.8888888888888888
-AccommodationRating(X) AND -Capital(X) ==> -LuxuryHotel(X);0.8888888888888888
-AccommodationRating(X) AND -RetireeDestination(X) ==> -LuxuryHotel(X);0.8888888888888888
-AccommodationRating(X) AND -NationalPark(X) ==> -LuxuryHotel(X);0.8888888888888888
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -LuxuryHotel(X);0.8888888888888888
-AccommodationRating(X) AND -hasPart(Y, X) ==> -LuxuryHotel(X);0.8888888888888888
-AccommodationRating(X) AND -Capital(X) ==> -Accommodation(X);0.8888888888888888
-AccommodationRating(X) AND -Capital(X) ==> -Hotel(X);0.8888888888888888
-AccommodationRating(X) AND -Capital(X) ==> -hasAccommodation(Y, X);0.8888888888888888
-AccommodationRating(X) AND -Capital(X) ==> -hasRating(X, Y);0.8888888888888888
-AccommodationRating(X) AND -RetireeDestination(X) ==> -Accommodation(X);0.8888888888888888
-AccommodationRating(X) AND -NationalPark(X) ==> -Accommodation(X);0.8888888888888888
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -Accommodation(X);0.8888888888888888
-AccommodationRating(X) AND -hasPart(Y, X) ==> -Accommodation(X);0.8888888888888888
-AccommodationRating(X) AND -RetireeDestination(X) ==> -Hotel(X);0.8888888888888888
-AccommodationRating(X) AND -RetireeDestination(X) ==> -hasAccommodation(Y, X);0.8888888888888888
-AccommodationRating(X) AND -RetireeDestination(X) ==> -hasRating(X, Y);0.8888888888888888
-AccommodationRating(X) AND -NationalPark(X) ==> -Hotel(X);0.8888888888888888
-AccommodationRating(X) AND -NationalPark(X) ==> -hasAccommodation(X, Y);0.8888888888888888
-AccommodationRating(X) AND -NationalPark(X) ==> -hasAccommodation(Y, X);0.8888888888888888
-AccommodationRating(X) AND -NationalPark(X) ==> -hasPart(X, Y);0.8888888888888888
-AccommodationRating(X) AND -NationalPark(X) ==> -hasRating(X, Y);0.8888888888888888
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -Hotel(X);0.8888888888888888
-AccommodationRating(X) AND -hasPart(Y, X) ==> -Hotel(X);0.8888888888888888
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -hasAccommodation(X, Y);0.8888888888888888
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -hasAccommodation(Y, X);0.8888888888888888
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -hasPart(X, Y);0.8888888888888888
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -hasRating(X, Y);0.8888888888888888
-AccommodationRating(X) AND -hasPart(Y, X) ==> -hasAccommodation(X, Y);0.8888888888888888
-AccommodationRating(X) AND -hasPart(Y, X) ==> -hasAccommodation(Y, X);0.8888888888888888
-AccommodationRating(X) AND -hasPart(Y, X) ==> -hasPart(X, Y);0.8888888888888888
-AccommodationRating(X) AND -hasPart(Y, X) ==> -hasRating(X, Y);0.8888888888888888
-Beach(X) AND -City(X) ==> -UrbanArea(X);0.8888888888888888
-Beach(X) AND -City(X) ==> -LuxuryHotel(X);0.8888888888888888
-Beach(X) AND -City(X) ==> -Accommodation(X);0.8888888888888888
-Beach(X) AND -City(X) ==> -Hotel(X);0.8888888888888888
-Beach(X) AND -City(X) ==> -hasAccommodation(Y, X);0.8888888888888888
-Beach(X) AND -City(X) ==> -hasRating(X, Y);0.8888888888888888
-Beach(X) AND -City(X) ==> -hasRating(Y, X);0.8888888888888888
-City(X) AND -NationalPark(X) ==> -UrbanArea(X);0.8888888888888888
-City(X) AND -BackpackersDestination(X) ==> -UrbanArea(X);0.8888888888888888
-City(X) AND -hasPart(Y, X) ==> -UrbanArea(X);0.8888888888888888
-UrbanArea(X) AND -hasRating(Y, X) ==> -LuxuryHotel(X);0.8888888888888888
-UrbanArea(X) AND -LuxuryHotel(X) ==> -hasRating(Y, X);0.8888888888888888
-UrbanArea(X) AND -hasRating(Y, X) ==> -Accommodation(X);0.8888888888888888
-UrbanArea(X) AND -Accommodation(X) ==> -hasRating(Y, X);0.8888888888888888
-UrbanArea(X) AND -hasRating(Y, X) ==> -Hotel(X);0.8888888888888888
